regions,iso3,name,year,boreal,temperate,tropical,subtropical,1a_forestArea,1a_otherWoodedLand,1a_landArea,1b_naturallyRegeneratingForest,1b_plantedForest,1b_plantationForest,1b_plantationForestIntroduced,1b_otherPlantedForest,1c_primary,1c_tempUnstocked,1c_bamboos,1c_mangroves,1c_rubber,1f_palms,1f_treeOrchards,1f_agroforestry,1f_treesUrbanSettings,1f_other,2a_gs_ha_nat_reg,2a_gs_ha_planted,2a_gs_ha_plantation,2a_gs_ha_other_planted,2a_gs_ha_forest,2a_gs_ha_owl,2a_gs_tot_nat_reg,2a_gs_tot_planted,2a_gs_tot_plantation,2a_gs_tot_other_planted,2a_gs_tot_forest,2a_gs_tot_owl,2b_native_#1,2b_native_#2,2b_native_#3,2b_native_#4,2b_native_#5,2b_native_#6,2b_native_#7,2b_native_#8,2b_native_#9,2b_native_#10,2b_native_remaining,2b_native_total,2b_introduced_#1,2b_introduced_#2,2b_introduced_#3,2b_introduced_#4,2b_introduced_#5,2b_introduced_remaining,2b_introduced_total,2b_total_gs,2c_agb,2c_bgb,2c_dwb,2d_carbon_agb,2d_carbon_bgb,2d_carbon_dw,2d_carbon_litter,2d_carbon_soil,2d_soil_depth_cm,3a_prim_prod,3a_prim_prot,3a_prim_biodiv,3a_prim_socserv,3a_prim_multi,3a_prim_other,3a_prim_no_unknown,3a_tot_prod,3a_tot_prot,3a_tot_biodiv,3a_tot_socserv,3a_tot_other,3b_protected,3b_forMngt,3b_mngtProt,4a_priv_own,4a_individ,4a_bus_inst_fo,4a_indigenous_fo,4a_pub_own,4a_fo_unknown,4b_pub_admin,4b_individuals,4b_bus_inst_mr,4b_indigenous_mr,4b_unknown,5c_y_n,6a_policies_national,6a_policies_sub_national,6a_legislation_national,6a_legislation_sub_national,6a_platform_national,6a_platform_sub_national,6a_traceability_national,6a_traceability_sub_national,6b_pfe_y_n,6b_pfe_area,7a_employment_tot,7a_employment_fem,7a_employment_male,7a_emp_forestry_tot,7a_emp_forestry_fem,7a_emp_forestry_male,7a_emp_logging_tot,7a_emp_logging_fem,7a_emp_logging_male,7a_emp_nwfp_tot,7a_emp_nwfp_fem,7a_emp_nwfp_male,7a_emp_support_tot,7a_emp_support_fem,7a_emp_support_male,7b_phd_tot,7b_phd_fem,7b_phd_male,7b_msc_tot,7b_msc_fem,7b_msc_male,7b_ba_tot,7b_ba_fem,7b_ba_male,7b_tech_tot,7b_tech_fem,7b_tech_male,7b_total_tot,7b_total_fem,7b_total_male
"Montreal Process, International Tropical Timber Organization, Asia",KOR,Republic of Korea,2010,0,88,0,12,6387,0,9744.5,4151.55,2235.45,2235.45,593.73552,0,,56,21,0,0,0,156,0,35,,,,,,125.62,,,,,,802.33494,,,,,,,,,,,,,,,,,,,,,,98.4,31.34,,49.2,15.67,,,,30,2343,1426,1385,336,590,307,,,,,,,413,3175,,4338,3241,340,757,2049,,2026,2,18,3,0,no,yes,yes,yes,yes,yes,yes,yes,yes,no,,254.81,,,220.44,,,8.86,,,19.22,,,6.29,,,70,,,210,,,1677,,,1321,,,3278,,
"Montreal Process, International Tropical Timber Organization, Asia",KOR,Republic of Korea,2015,0,88,0,12,6337,0,9744.5,4055.68,2281.32,2281.32,606.83112,0,,88,22,0,0,0,154,0,46,,,,,,145.99,,,,,,925.13863,,246.97,133.61,37.82,23.23,,,,,,,381.2,822.83,46.97,42.46,6.47,3.81,2.6,,102.31,925.14,115.7,36.78,,57.85,18.39,,5.87,63.74,30,2324,1414,1377,333,585,304,,2324,1414,1377,333,889,445,3278,,4250,3135,343,772,2087,,2064,2,20,1,0,no,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,,,,,,,,,,,68,22,46,174,84,90,1760,958,802,1851,,,3853,,
"Montreal Process, International Tropical Timber Organization, Asia",KOR,Republic of Korea,2020,0,88,0,12,6287,0,9744.5,4023.68,2263.32,2263.32,601.06,0,,100,24,0,0,0,152,0,60,,,,,,162,,,,,,1018.494,,,,,,,,,,,,,,,,,,,,,,131.69,41.88,,65.84,20.94,,,,30,2324,1414,1377,333,585,254,0,2324,1414,1377,333,839,435,2493,,,,,,,,,,,,,no,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UNECE, Europe, FOREST EUROPE",MDA,Republic of Moldova,1990,0,100,0,0,325.4,79.2,3288,179,146.4,0,0,146.4,,,0,0,0,,,31.4,15.6,32.19,161,51.02459016,,51.02459016,111.49,46.2,28.819,7.47,0,7.47,36.278846,3.65904,8.66,8.42,4.72,2.6,2.5,0.7,0.69,0.49,0.4,0.31,2.57,32.06,3.07,0.43,0.36,0.32,0.02,,4.2,36.26,88.61,32.89,3.35,44.3,16.45,1.67,2.22,61.83,30,14,170.95,0,44.1,96.35,0,0,14,170.95,0,44.1,96.35,44.1,281.3,41.9,0,0,0,0,295.3,30.1,295.3,0,0,0,0,no,yes,yes,yes,yes,yes,yes,no,no,yes,325.4,6.87,,,4.6,,,,,,0.27,,,1.25,,,0,0,0,0,0,0,43,,,67,,,,,
"UNECE, Europe, FOREST EUROPE",MDA,Republic of Moldova,2000,0,100,0,0,344.4,75.3,3288,189.4,155,0,0,155,,,0,0,0,,,30.7,20.2,24.44,161.03,51,,51.03225806,111.5,46.2,30.499082,7.905,0,7.91,38.4006,3.47886,9.17,8.91,5,2.75,2.65,0.75,0.73,0.52,0.42,0.33,2.73,33.96,3.25,0.45,0.38,0.34,0.03,,4.45,38.41,88.61,32.89,3.35,44.3,16.45,1.67,2.22,61.83,30,0,181.87,0,60.6,101.94,0,-0.01,0,181.87,0,60.6,101.94,60.6,283.82,57.57,0,0,0,0,315.3,29.1,315.3,0,0,0,0,no,yes,yes,yes,yes,yes,yes,no,no,yes,344.4,4.69,1.05,3.65,3.76,,,,,,0.16,,,0.76,,,0,0,0,0,0,0,4,,,51,,,,,
"UNECE, Europe, FOREST EUROPE",MDA,Republic of Moldova,2010,0,100,0,0,374.5,82.5,3288,162.5,212,0,0,212,,,0,0,0,,,29.85,19.23,33.46,171.6307692,76,,75.99056604,117.5166889,46.2,27.89,16.112,0,16.11,44.01,3.8115,10.51,10.21,5.73,3.16,3.03,0.85,0.84,0.6,0.48,0.37,3.12,38.9,3.72,0.52,0.44,0.39,0.03,,5.1,44,93.37,34.66,3.52,46.68,17.33,1.76,2.33,61.83,30,0,224.92,0,66.1,83.51,0,-0.03,0,224.92,0,66.1,83.51,66.1,302.1,62.8,2.44,2.44,0,0,326.43,45.63,326.43,0,0,0,0,no,yes,yes,yes,yes,yes,yes,no,no,yes,374.5,4.46,1.23,3.23,4.03,,,,,,0.07,,,0.35,,,0,0,0,0,0,0,89,,,46,,,,,
"UNECE, Europe, FOREST EUROPE",MDA,Republic of Moldova,2015,0,100,0,0,386.4,72.2,3288,167.7,218.7,0,0,218.7,,,0,0,0,,,30.75,20.41,21.06,171.6159809,76,,75.99451303,117.49,46.2,28.78,16.6212,0,16.62,45.398136,3.33564,10.84,10.53,5.91,3.26,3.13,0.88,0.86,0.62,0.5,0.39,3.22,40.14,3.84,0.53,0.45,0.4,0.03,,5.25,45.39,93.37,34.66,3.52,46.68,17.33,1.76,2.33,61.83,30,0,224.38,0,75.85,86.17,0,0,0,224.38,0,75.85,86.17,75.85,308.44,72.06,2.61,2.61,0,0,331.14,52.65,331.14,0,0,0,0,no,yes,yes,yes,yes,yes,yes,no,no,yes,386.4,4.13,1.08,3.05,3.94,,,,,,0.04,,,0.15,,,0,0,0,0,0,0,102,,,45,,,,,
"UNECE, Europe, FOREST EUROPE",MDA,Republic of Moldova,2020,0,100,0,0,386.5,75.1,3288,167.7,218.8,0,0,218.8,,,0,0,0,,,30.79,20.86,23.41,171.6,76,,76.00548446,117.48,46.2,28.77732,16.6288,0,16.63,45.40602,3.46962,10.84,10.54,5.91,3.26,3.13,0.88,0.86,0.62,0.5,0.39,3.22,40.15,3.84,0.53,0.45,0.4,0.03,,5.25,45.4,93.36,34.66,3.52,46.68,17.33,1.76,2.33,61.83,30,0,224.53,0,75.85,86.12,0,0,0,224.53,0,75.85,86.12,75.85,310.65,72.06,,,,,,,,,,,,no,yes,yes,yes,yes,yes,yes,no,no,yes,386.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Africa, International Tropical Timber Organization",LBR,Liberia,1990,0,0,100,0,8525.24,306,9632,8524.04,1.2,1.2,,0,,,,10.9,,,,,,,158,158,158,0,158,,1346.79832,0.1896,0.1896,0,1346.98792,,,,,,,,,,,,,,,,,,,,,,205.4,49.3,,96.54,23.17,,,,,,,,,,,8525.24,,,,,,,,,,,,,,8525.24,,,,,,no,yes,no,yes,no,yes,no,yes,no,yes,1411,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
"Africa, International Tropical Timber Organization",LBR,Liberia,2000,0,0,100,0,8222.64,306,9632,8212.83,9.81,9.81,,0,,,,10.9,,,,,,,158,158,158,0,158,,1297.62714,1.54998,1.54998,0,1299.17712,,,,,,,,,,,,,,,,,,,,,,205.4,49.3,,96.54,23.17,,,,,,,,,,,8222.64,,,,,,,,,,,,,,8222.64,,,,,,no,yes,no,yes,no,yes,no,yes,no,yes,1411,,,,,,,,,,,,,,,,,,,,,,15,2,13,,,,15,2,13
"Africa, International Tropical Timber Organization",LBR,Liberia,2010,0,0,100,0,7920.04,306,9632,7901.62,18.42,18.42,,0,,,,10.9,,,,,,,158,158,158,0,158,,1248.45596,2.91036,2.91036,0,1251.36632,,,,,,,,,,,,,,,,,,,,,,205.4,49.3,,96.54,23.17,,,,,,,,,,,7920.04,,,,,,,,,,,,,,7920.04,,,,,,no,yes,no,yes,no,yes,no,yes,no,yes,1411,18.75,4.08,14.67,0.35,0.04,0.31,10.4,1.04,9.36,5.5,2.85,2.65,2.5,0.75,1.75,,,,,,,27,3,24,65,12,53,92,15,77
"Africa, International Tropical Timber Organization",LBR,Liberia,2015,0,0,100,0,7768.74,306,9632,7746.02,22.72,22.72,,0,,,,10.9,,,,,,,158,158,158,0,158,,1223.87116,3.58976,3.58976,0,1227.46092,,,,,,,,,,,,,,,,,,,,,,205.4,49.3,,96.54,23.17,,,,,,,,,,,7768.74,,,,,,,,,,,,,,7768.74,,,,,,no,yes,no,yes,no,yes,no,yes,no,yes,2720,39.88,13.95,25.92,0.45,0.05,0.4,20.5,1.3,11.7,15.38,11.28,4.11,4,1.32,2.68,,,,25,4,21,65,10,55,76,15,61,176,29,147
"Africa, International Tropical Timber Organization",LBR,Liberia,2020,0,0,100,0,7617.44,306,9632,7590.41,27.03,27.03,,0,,,,10.9,,,,,,,158,158,158,0,158,,1199.28478,4.27074,4.27074,0,1203.55552,,,,,,,,,,,,,,,,,,,,,,205.4,49.3,,96.54,23.17,,,,,,,,,,,7617.44,,,,,,,,,,,,,,,,,,,,no,yes,no,yes,no,yes,no,yes,no,yes,1678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,MNG,Mongolia,1990,53,47,0,0,14352,2645,155356,14347.6,4.4,4.4,0,0,0,20.25,0,0,0,0,0,0,3.47,0,96.3,25,25,0,96.3,0.69,1381.67388,0.11,0.11,0,1382.0976,1.82505,1019.19,122.19,108.99,108.68,11.24,7.4,4.55,,,,,1382.24,,,,,,,,1382.24,54.9,16.4,15.1,29.1,8.6,7.7,15.9,83.9,,3175.52,10214.02,26.31,2.02,,,,,,,,,43.52,14352,43.52,0,0,0,0,14352,,14352,0,0,0,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,14352,267,93,174,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,MNG,Mongolia,2000,53,47,0,0,14263.9,2645,155356,14254.87,9.03,9.03,0,0,0,10.13,0,0,0,0,0,0,3.52,0,96.3,25,25,0,96.3,0.69,1372.743981,0.22575,0.22575,0,1373.61357,1.82505,1012.6,121.4,108.29,107.98,11.16,7.35,4.52,,,,,1373.3,,,,,,,,1373.3,54.9,16.4,15.1,29.1,8.6,7.7,15.9,83.9,,3175.52,10214.02,575.29,197.29,,,,,,,,,2343.72,14263.9,2343.72,0,0,0,0,14263.9,,14263.9,0,0,0,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,14263.9,77,27,50,,,,,,,,,,,,,3,1,2,6,3,3,97,33,64,0,0,0,106,37,69
Asia,MNG,Mongolia,2010,53,47,0,0,14183.9,2645,155356,14173.7,10.12,10.12,0,0,0,5.06,0,0,0,0,0,0,3.93,0,96.3,25,25,0,96.3,0.69,1364.92731,0.253,0.253,0,1365.90957,1.82505,1006.84,120.71,107.67,107.36,11.1,7.31,4.49,,,,,1365.48,,,,,,,,1365.48,54.9,16.4,15.1,29.1,8.6,7.7,15.9,83.9,,3175.52,10214.02,578.84,215.52,0,0,,,,,,,2403.95,14183.9,2403.95,0,0,0,0,14183.9,,10507.46,0,601.7,3074.74,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,14183.9,64,29,35,,,,,,,,,,,,,5,2,3,18,9,9,81,28,53,0,0,0,104,37,65
Asia,MNG,Mongolia,2015,53,47,0,0,14178.33,2645,155356,14170.68,7.65,7.65,0,0,0,0.51,0,0,0,0,0,0,4.21,0,96.3,25,25,0,96.3,0.69,1364.636484,0.19125,0.19125,0,1365.373179,1.82505,1006.71,120.69,107.66,107.35,11.1,7.31,4.49,,,,,1365.31,,,,,,,,1365.31,54.9,16.4,15.1,29.1,8.6,7.7,15.9,83.9,,3777,9198.63,952.77,249.93,0,0,,,,,,,2976.23,14178.33,2976.23,0,0,0,0,14178.33,,10139.1,0,522.23,3517,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,14178.33,,,,,,,,,,,,,,,,2,1,1,8,4,4,168,57,111,0,0,0,178,62,116
Asia,MNG,Mongolia,2020,53,47,0,0,14172.78,2645,155356,14165.1,7.68,7.68,0,0,0,0.51,0,0,0,0,0,0,4.21,0,96.3,25,25,0,96.3,0.69,1364.09913,0.192,0.192,0,1364.838714,1.82505,1006.23,120.63,107.61,107.3,11.09,7.31,4.49,,,,,1364.66,,,,,,,,1364.66,54.9,16.4,15.1,29.1,8.6,7.7,15.9,83.9,,3778,9192.08,952.77,249.93,0,0,0,,,,,,2976.23,14172.78,2976.23,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,14172.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASEAN, International Tropical Timber Organization, Asia",MYS,Malaysia,1990,0,0,100,0,20618.5,0,32855,18683.82,1934.68,1934.68,,0,1086.16,,,467.76,1836.6,2345.06,598.07,,,,227.79,145,145,0,220.0218251,,4255.987358,280.5286,280.5286,0,4536.52,,755,551,259.62,237,111.93,93.21,81.29,77.03,75.33,71.07,2224.04,4536.52,,,,,,,,4536.52,213.78,51.31,,100.48,24.11,,,,,11435.66,0,0,0,7346.24,1836.6,0,11435.66,,,,,1436.41,9141.13,1150.34,1836.6,0,1836.6,0,18781.9,0,18781.9,0,0,0,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,12491.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASEAN, International Tropical Timber Organization, Asia",MYS,Malaysia,2000,0,0,100,0,19691.35,0,32855,18063.83,1627.52,1627.52,,0,1086.16,,,438.02,1430.7,3535.22,379.77,,,,217.4999529,145,145,0,211.5075909,,3928.88,235.9904,235.9904,0,4164.87,,695,507,239.66,219,103.33,86.04,75.04,71.11,69.54,65.61,2033.54,4164.87,,,,,,,,4164.87,205.12,49.23,,96.41,23.14,,,,,9979.47,0,0,0,8281.18,1430.7,0,9979.47,,,,,1837.29,8887.7,1516.32,1430.7,0,1430.7,0,18260.65,0,18195.47,0,0,0,65.18,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,12487.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASEAN, International Tropical Timber Organization, Asia",MYS,Malaysia,2010,0,0,100,0,18947.65,0,32855,17638.74,1308.91,1308.91,,0,1086.16,,,429.77,1020.4,4959.42,437.97,,,,207.23,145,145,0,202.9312342,,3655.27609,189.79195,189.79195,0,3845.07,,679,495,222.97,213,96.13,80.05,69.82,66.16,64.7,61.04,1797.2,3845.07,,,,,,,,3845.07,196.29,47.11,,92.26,22.14,,,,,9989.55,0,0,0,7937.7,1020.4,0,9989.55,,,,,2094.74,9186.91,1912.96,1020.4,0,1020.4,0,17927.25,0,17927.25,0,0,0,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,12793.91,23.46,2.02,21.44,,,,,,,,,,,,,2,1,1,20,12,8,364,206,158,80,28,52,466,247,219
"ASEAN, International Tropical Timber Organization, Asia",MYS,Malaysia,2015,0,0,100,0,19464.22,0,32855,17756.22,1708,1708,,0,1086.16,,,410.66,1074.53,5724.94,221.71,,,,223.1101119,145,145,0,216.255776,,3961.59,247.66,247.66,0,4209.25,,491.63,454.39,241.66,154.11,104.19,86.76,75.67,71.7,70.12,66.16,2392.86,4209.25,,,,,,,,4209.25,209.9,50.38,,98.65,23.68,,,,,9046.54,0,0,0,9343.15,1074.53,0,9046.54,,,,,3038.12,10463.86,1255.11,1074.53,0,1074.53,0,18389.69,0,18389.69,0,0,0,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,12788.05,25.11,3.2,21.91,,,,,,,,,,,,,6,2,4,17,10,7,145,92,53,140,40,100,308,144,164
"ASEAN, International Tropical Timber Organization, Asia",MYS,Malaysia,2020,0,0,100,0,19114.04,0,32855,17416.92,1697.12,1697.12,,0,1086.16,,,409.29,1072.92,6357.6,153.08,,,,223.11,145,145,0,216.1746025,,3885.889021,246.0824,246.0824,0,4131.97,,482.24,445.71,237.04,151.16,102.2,85.1,74.22,70.33,68.78,64.89,2350.3,4131.97,,,,,,,,4131.97,209.87,50.37,,98.64,23.67,,,,,8661.25,0,0,0,9497.36,955.43,0,8661.25,,,,,3438.07,10618.87,1370.06,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,12835.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oceania,NCL,New Caledonia,1990,0,0,100,0,831.13,544.09,1828,822.09,9.04,9.04,9,0,337.6,,,25.88,,,,,,,77.39,169.42,169.42,0,78.39,,63.6215451,1.5315568,1.5315568,0,65.1522807,,4.11,2.99,2.08,1.94,1.68,1.63,1.61,1.31,1.04,1.03,44.21,63.63,,,,,,1.53,1.53,65.16,146,33,17,68.7,15.67,7.77,1.56,78,100,19.04,123.84,60.49,,,,627.76,,,,,,60.49,,,,,,,,831.13,,,,,,no,no,no,no,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oceania,NCL,New Caledonia,2000,0,0,100,0,837.85,533.11,1828,828.01,9.84,9.84,9.4,0,337.6,,,25.88,,,,,,,77.39,164.19,164.19,0,78.4,,64.0796939,1.6156296,1.6156296,0,65.68744,,4.11,2.99,2.08,1.94,1.68,1.63,1.61,1.31,1.04,1.03,44.68,64.1,,,,,,1.6,1.6,65.7,146,33,17,68.7,15.67,7.77,1.56,78,100,19.84,123.84,72.23,,,,621.94,,,,,,72.23,,,,,,,,837.85,,,,,,no,no,no,no,yes,no,no,no,no,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,
Oceania,NCL,New Caledonia,2010,0,0,100,0,839.02,531.38,1828,829.24,10.39,10.39,9.76,0,337.6,,,25.88,,,,,,,77.39,162.12,162.12,0,78.43,,64.1748836,1.6844268,1.6844268,0,65.8043386,,4.11,2.99,2.08,1.94,1.68,1.63,1.61,1.31,1.04,1.03,44.78,64.2,,,,,,1.66,1.66,65.86,146,33,17,68.7,15.67,7.77,1.56,78,100,20.39,123.84,76.15,,,,618.64,,,,,,76.15,,,373.07,93.01,0,280.06,462.2,3.75,462.2,0,0,0,0,no,no,no,no,yes,no,no,no,no,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oceania,NCL,New Caledonia,2015,0,0,100,0,838.52,530.33,1828,828.63,10.39,10.39,9.76,0,337.6,,,25.88,,,,,,,77.39,162.12,162.12,0,78.43,,64.1276757,1.6844268,1.6844268,0,65.7651236,,4.11,2.99,2.08,1.94,1.68,1.63,1.61,1.31,1.04,1.03,44.74,64.16,,,,,,1.66,1.66,65.82,146,33,17,68.7,15.67,7.77,1.56,78,100,20.39,123.84,90.67,,,,603.62,,,,,,90.67,,,373.07,93.01,0,280.06,462.2,3.25,462.2,0,0,0,0,no,no,no,no,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oceania,NCL,New Caledonia,2020,0,0,100,0,838.02,529.28,1828,827.73,10.39,10.39,9.76,0,337.6,,,25.88,,,,,,,77.39,162.12,162.12,0,78.43,,64.0580247,1.6844268,1.6844268,0,65.7259086,,4.11,2.99,2.08,1.94,1.68,1.63,1.61,1.31,1.04,1.03,44.67,64.09,,,,,,1.66,1.66,65.75,146,33,17,68.7,15.67,7.77,1.56,78,100,20.39,123.84,90.67,,,,603.12,,,,,,90.67,,,,,,,,,,,,,,no,no,no,no,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Europe, UNECE, FOREST EUROPE",ISL,Iceland,1990,100,0,0,0,17.07,127.99,10025,10.51,6.56,0,0,6.56,0,,0,0,0,0,0,0,7.6,0,2.854424358,3.048780488,,3.048780488,2.929115407,0.234393312,0.03,0.02,0,0.02,0.05,0.03,,,,,,,,,,,,,,,,,,,,,19.62,4.91,,9.81,2.45,,6,84.73,30,2.9,10.03,0.06,2.05,1.92,0.06,0.05,5.6,14,0.41,3.97,0.06,0.35,8.71,0.35,11.33,10.1,1.24,0,5.74,0,5.74,,,,0,no,yes,no,yes,no,yes,no,no,no,no,,0.12,,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,1,0,0,0,2,0,2
"Europe, UNECE, FOREST EUROPE",ISL,Iceland,2000,100,0,0,0,29.83,134.44,10025,10.94,18.89,0,0,18.89,0,,0,0,0,0,0,0,9.01,0,2.742230347,3.705664373,,3.705664373,3.352329869,0.223147873,0.03,0.07,0,0.07,0.1,0.03,,,,,,,,,,,,,,,,,,,,,14.19,3.55,,7.09,1.77,,6,84.73,30,8.38,11.71,0.06,4.59,4.86,0.17,0.06,14.36,21.16,0.53,9.45,0.17,0.48,21.17,0.48,20.38,16.77,3.61,0,9.45,0,9.45,,,,0,no,yes,no,yes,no,yes,no,no,no,no,,0.12,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,1,0,1,2,1,1
"Europe, UNECE, FOREST EUROPE",ISL,Iceland,2010,100,0,0,0,44.67,142.22,10025,11.37,33.3,0,0,33.3,0,22.44,0,0,0,0,0,0,10.24,0,2.638522427,8.708708709,,8.708708709,7.387508395,0.210940796,0.03,0.29,0,0.29,0.33,0.03,0.06,,,,,,,,,,0,0.06,0.07,0.05,0.06,0.04,0.03,0.02,0.27,0.33,15.63,3.91,,7.82,1.95,,6,84.73,30,14.36,14.41,0.13,5.97,9.56,0.17,0.07,24.33,29.94,0.73,15.53,0.17,0.6,35.7,0.6,33.89,28.29,5.6,0,10.78,0,10.78,,,,0,no,yes,no,yes,no,yes,no,no,no,no,,0.14,,,,,,,,,,,,,,,1,1,0,1,1,0,3,1,2,2,1,1,7,4,3
"Europe, UNECE, FOREST EUROPE",ISL,Iceland,2015,100,0,0,0,48.16,145.94,10025,11.58,36.58,0,0,36.58,0,24.39,0,0,0,0,0,0,10.54,0,3.454231434,12.84855112,,12.84855112,10.589701,0.20556393,0.04,0.47,0,0.47,0.51,0.03,0.06,,,,,,,,,,0,0.06,0.12,0.09,0.09,0.08,0.04,0.03,0.45,0.51,19.86,4.96,,9.93,2.48,,6,84.73,30,16.59,14.85,0.16,6.11,10.15,0.17,0.13,27.16,31.11,0.77,16.26,0.17,0.61,38.99,0.61,37.12,31.07,6.05,0,11.04,0,11.04,,,,0,no,yes,no,yes,no,yes,no,no,no,no,,0.12,,,,,,,,,,,,,,,0,0,0,2,1,1,3,1,2,1,1,0,6,3,3
"Europe, UNECE, FOREST EUROPE",ISL,Iceland,2020,100,0,0,0,51.35,149.54,10025,11.79,39.56,0,0,39.56,0,26.33,0,0,0,0,0,0,10.86,0,3.392705683,19.71688574,,19.71688574,15.96884129,0.20061522,0.04,0.78,0,0.78,0.82,0.03,0.09,,,,,,,,,,0,0.09,0.19,0.16,0.14,0.13,0.06,0.05,0.73,0.82,23.66,5.91,,11.83,2.96,,6,84.73,30,17.87,15.39,0.17,6.6,10.98,0.18,0.16,29.51,32.98,,17.58,0.18,,41.36,,,,,,,,,,,,,no,yes,no,yes,no,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UNECE, FOREST EUROPE, International Tropical Timber Organization, Europe, EU-27",MLT,Malta,1990,0,0,0,100,0.35,0,32,0.35,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,0.35,,,,,,no,yes,no,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UNECE, FOREST EUROPE, International Tropical Timber Organization, Europe, EU-27",MLT,Malta,2000,0,0,0,100,0.35,0,32,0.35,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,0.35,,,,,,no,yes,no,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UNECE, FOREST EUROPE, International Tropical Timber Organization, Europe, EU-27",MLT,Malta,2010,0,0,0,100,0.35,0,32,0.35,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,0.35,,,,,,no,yes,no,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UNECE, FOREST EUROPE, International Tropical Timber Organization, Europe, EU-27",MLT,Malta,2015,0,0,0,100,0.35,0,32,0.35,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,0.35,,,,,,no,yes,no,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UNECE, FOREST EUROPE, International Tropical Timber Organization, Europe, EU-27",MLT,Malta,2020,0,0,0,100,0.46,0.07,32,0.42,0.04,0.04,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,0.04,0.04,0.04,,,,,,,,,,,,no,yes,no,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOREST EUROPE, UNECE, Europe",MNE,Montenegro,1990,0,68,0,32,626,118,1345,618,8,8,,0,,,0,0,0,,,,,,117.4757282,,,,,12.71186441,72.6,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626,,,,,,,,,,,,,,626,,,,,,yes,yes,,yes,,yes,,no,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOREST EUROPE, UNECE, Europe",MNE,Montenegro,2000,0,68,0,32,626,118,1345,618,8,8,,0,,,0,0,0,,,,,,117.48,,,,,12.71186441,72.60264,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626,,,,,,,,,,,,,,626,,,,,,yes,yes,,yes,,yes,,no,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
